# ratesweep 127.0.0.1:47190 bound 1e-05 1e-09 (A.3 default)
config	epoch_tt	object	lon_err	lat_err	dist_err_au_per_day	dist_err_per_au	flag
bary astrometric, true of date, ecliptic	2378496.5	Saturn mean aphelion	2.6222e-12	1.4819e-11	9.3979e-12	9.3099e-13	
bary astrometric, true of date, ecliptic	2378496.5	Saturn osc aphelion	3.1638e-10	2.1713e-11	3.0368e-11	2.9884e-12	
bary astrometric, true of date, ecliptic	2378496.5	Moon natural apogee	1.0332e-10	3.8093e-11	2.3827e-12	2.3827e-12	
bary astrometric, true of date, ecliptic	2378496.5	Moon natural perigee	5.7892e-10	4.5775e-12	6.9473e-12	6.9473e-12	
bary astrometric, true of date, ecliptic	2378496.5	Sirius	4.2900e-13	1.1825e-11	1.3427e-07	2.4675e-13	OVER
bary astrometric, true of date, ecliptic	2378496.5	Vega	1.1466e-11	8.2322e-12	1.2313e-07	7.7715e-14	OVER
bary astrometric, true of date, ecliptic	2378496.5	Polaris	2.3117e-12	5.5518e-12	7.2489e-06	2.6498e-13	OVER
bary astrometric, true of date, ecliptic	2378496.5	Rigil Kentaurus	2.8085e-11	8.9690e-12	7.3298e-08	2.6762e-13	OVER
bary astrometric, true of date, ecliptic	2415020.5	Sun	2.5637e-11	6.6461e-12	2.7865e-15	2.7865e-15	
bary astrometric, true of date, ecliptic	2415020.5	Moon	4.1431e-11	1.1107e-11	2.8743e-13	2.8743e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mercury	1.1196e-10	1.5456e-11	4.8432e-13	4.8432e-13	
bary astrometric, true of date, ecliptic	2415020.5	Venus	1.1291e-11	1.2810e-12	9.5326e-14	9.5326e-14	
bary astrometric, true of date, ecliptic	2415020.5	Earth	1.4853e-12	1.6748e-11	3.8526e-13	3.8526e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mars	2.3311e-11	2.3372e-12	6.4800e-13	4.5752e-13	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter	7.0806e-13	6.6193e-12	1.0183e-12	1.8935e-13	
bary astrometric, true of date, ecliptic	2415020.5	Saturn	2.2906e-11	2.2149e-12	8.2997e-12	8.2499e-13	
bary astrometric, true of date, ecliptic	2415020.5	Uranus	1.7951e-11	1.4588e-11	6.1935e-12	3.2622e-13	
bary astrometric, true of date, ecliptic	2415020.5	Neptune	6.4816e-12	4.4235e-12	1.0347e-11	3.4630e-13	
bary astrometric, true of date, ecliptic	2415020.5	Pluto	6.1714e-12	5.9713e-12	8.9003e-12	1.8950e-13	
bary astrometric, true of date, ecliptic	2415020.5	Moon mean asc node	9.9311e-11	1.6287e-11	6.6214e-13	6.6214e-13	
bary astrometric, true of date, ecliptic	2415020.5	Moon osc asc node	5.9048e-11	1.7777e-11	9.5822e-13	9.5822e-13	
bary astrometric, true of date, ecliptic	2415020.5	Moon mean desc node	2.7614e-11	1.3998e-11	5.4523e-13	5.4523e-13	
bary astrometric, true of date, ecliptic	2415020.5	Moon osc desc node	1.7647e-11	8.0884e-12	2.7368e-12	2.7368e-12	
bary astrometric, true of date, ecliptic	2415020.5	Moon mean perihelion	3.8720e-10	1.1037e-11	9.6046e-12	9.6046e-12	
bary astrometric, true of date, ecliptic	2415020.5	Moon osc perihelion	7.0667e-11	1.0357e-11	9.9970e-13	9.9970e-13	
bary astrometric, true of date, ecliptic	2415020.5	Moon mean aphelion	2.2996e-10	2.3209e-12	5.4564e-12	5.4564e-12	
bary astrometric, true of date, ecliptic	2415020.5	Moon osc aphelion	1.6266e-10	7.6935e-13	1.6846e-12	1.6846e-12	
bary astrometric, true of date, ecliptic	2415020.5	Mercury mean asc node	4.5972e-11	2.2723e-12	1.2315e-13	1.2315e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mercury osc asc node	2.3559e-11	3.5504e-12	8.7767e-13	8.7767e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mercury mean desc node	1.0970e-10	1.9074e-12	2.2976e-13	2.2976e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mercury osc desc node	1.9250e-10	8.7484e-12	7.4288e-14	7.4288e-14	
bary astrometric, true of date, ecliptic	2415020.5	Mercury mean perihelion	1.2917e-11	5.1167e-12	1.9001e-13	1.9001e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mercury osc perihelion	3.9283e-10	4.0078e-12	8.9171e-13	8.9171e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mercury mean aphelion	7.3023e-12	1.5530e-11	2.4171e-14	2.4171e-14	
bary astrometric, true of date, ecliptic	2415020.5	Mercury osc aphelion	2.7979e-11	1.9849e-12	4.1762e-13	4.1762e-13	
bary astrometric, true of date, ecliptic	2415020.5	Venus mean asc node	3.5787e-10	7.6974e-12	2.8634e-13	2.8634e-13	
bary astrometric, true of date, ecliptic	2415020.5	Venus osc asc node	9.8096e-11	2.5087e-11	1.9649e-12	1.9649e-12	
bary astrometric, true of date, ecliptic	2415020.5	Venus mean desc node	1.5214e-10	6.1024e-12	8.1241e-13	8.1241e-13	
bary astrometric, true of date, ecliptic	2415020.5	Venus osc desc node	3.5236e-10	3.0443e-12	2.3371e-13	2.3371e-13	
bary astrometric, true of date, ecliptic	2415020.5	Venus mean perihelion	9.5428e-11	6.6103e-12	2.2258e-13	2.2258e-13	
bary astrometric, true of date, ecliptic	2415020.5	Venus osc perihelion	1.4257e-08	2.3435e-10	5.8105e-12	5.8105e-12	
bary astrometric, true of date, ecliptic	2415020.5	Venus mean aphelion	3.5504e-11	3.6775e-11	1.3392e-13	1.3392e-13	
bary astrometric, true of date, ecliptic	2415020.5	Venus osc aphelion	6.0636e-09	1.6502e-10	5.5079e-13	5.5079e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mars mean asc node	7.5923e-11	6.0812e-12	1.1614e-12	7.8435e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mars osc asc node	8.6724e-11	5.9115e-12	3.4275e-12	2.3147e-12	
bary astrometric, true of date, ecliptic	2415020.5	Mars mean desc node	4.6692e-11	1.4236e-12	7.8334e-13	5.0802e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mars osc desc node	1.9670e-10	6.6353e-12	1.0234e-12	6.6372e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mars mean perihelion	5.7308e-11	5.3521e-12	7.6247e-13	5.5179e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mars osc perihelion	4.5285e-11	8.9854e-12	2.1956e-13	1.5888e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mars mean aphelion	4.3713e-12	2.7195e-12	7.8363e-13	4.7048e-13	
bary astrometric, true of date, ecliptic	2415020.5	Mars osc aphelion	7.4408e-10	1.2591e-11	6.9506e-12	4.1736e-12	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter mean asc node	1.9899e-10	1.2032e-11	2.2364e-12	4.3163e-13	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter osc asc node	4.2788e-11	5.6400e-12	1.1371e-11	2.1938e-12	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter mean desc node	2.5106e-10	4.1209e-12	4.8521e-14	9.3311e-15	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter osc desc node	5.0999e-10	4.8730e-12	3.3031e-12	6.3548e-13	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter mean perihelion	3.3594e-12	4.9899e-12	1.2903e-12	2.6034e-13	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter osc perihelion	1.2284e-09	1.0441e-11	1.0670e-11	2.1538e-12	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter mean aphelion	2.4634e-12	3.8862e-12	4.9820e-12	9.1425e-13	
bary astrometric, true of date, ecliptic	2415020.5	Jupiter osc aphelion	1.5445e-09	1.6200e-12	2.6287e-12	4.8218e-13	
bary astrometric, true of date, ecliptic	2415020.5	Saturn mean asc node	5.6930e-11	9.8862e-12	6.6851e-12	7.3758e-13	
bary astrometric, true of date, ecliptic	2415020.5	Saturn osc asc node	2.5018e-10	6.4068e-12	1.0873e-11	1.1921e-12	
bary astrometric, true of date, ecliptic	2415020.5	Saturn mean desc node	3.7929e-10	1.9604e-11	6.6045e-13	6.5807e-14	
bary astrometric, true of date, ecliptic	2415020.5	Saturn osc desc node	1.3455e-10	8.1545e-12	6.1975e-12	6.1772e-13	
bary astrometric, true of date, ecliptic	2415020.5	Saturn mean perihelion	1.8111e-11	4.2860e-11	7.7936e-12	8.6299e-13	
bary astrometric, true of date, ecliptic	2415020.5	Saturn osc perihelion	5.4616e-11	2.2914e-11	2.5539e-11	2.8078e-12	
bary astrometric, true of date, ecliptic	2415020.5	Saturn mean aphelion	1.1779e-11	2.8990e-12	1.0409e-11	1.0329e-12	
bary astrometric, true of date, ecliptic	2415020.5	Saturn osc aphelion	5.0281e-11	1.6239e-11	1.0421e-11	1.0355e-12	
bary astrometric, true of date, ecliptic	2415020.5	Moon natural apogee	1.4588e-10	7.4120e-14	3.5339e-12	3.5339e-12	
bary astrometric, true of date, ecliptic	2415020.5	Moon natural perigee	2.0041e-10	5.1738e-12	2.1072e-12	2.1072e-12	
bary astrometric, true of date, ecliptic	2415020.5	Sirius	2.2225e-12	8.0640e-12	1.8599e-07	3.4187e-13	OVER
bary astrometric, true of date, ecliptic	2415020.5	Vega	8.8952e-12	2.8696e-11	4.1051e-07	2.5914e-13	OVER
bary astrometric, true of date, ecliptic	2415020.5	Polaris	1.1083e-11	1.7625e-11	2.1213e-05	7.7543e-13	OVER
bary astrometric, true of date, ecliptic	2415020.5	Rigil Kentaurus	2.8612e-12	4.4217e-12	4.5986e-08	1.6810e-13	OVER
bary astrometric, true of date, ecliptic	2451545.0	Sun	1.9915e-11	8.1422e-12	5.0447e-15	5.0447e-15	
bary astrometric, true of date, ecliptic	2451545.0	Moon	4.2319e-12	9.4342e-12	3.0409e-13	3.0409e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mercury	4.6890e-11	3.9811e-12	2.3080e-14	2.3080e-14	
bary astrometric, true of date, ecliptic	2451545.0	Venus	2.4533e-11	2.8964e-12	8.2154e-13	8.2154e-13	
bary astrometric, true of date, ecliptic	2451545.0	Earth	1.6009e-11	1.9339e-11	3.3438e-13	3.3438e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mars	3.9890e-11	1.4054e-12	1.4975e-13	1.0819e-13	
bary astrometric, true of date, ecliptic	2451545.0	Jupiter	1.0376e-11	2.2070e-12	3.6587e-12	7.3794e-13	
bary astrometric, true of date, ecliptic	2451545.0	Saturn	5.8520e-12	3.1626e-11	4.3767e-13	4.7693e-14	
bary astrometric, true of date, ecliptic	2451545.0	Uranus	1.9706e-11	1.8051e-11	1.1578e-11	5.8118e-13	
bary astrometric, true of date, ecliptic	2451545.0	Neptune	1.4147e-11	2.2506e-12	1.1713e-11	3.8890e-13	
bary astrometric, true of date, ecliptic	2451545.0	Pluto	8.1097e-12	2.4207e-11	4.7145e-12	1.5596e-13	
bary astrometric, true of date, ecliptic	2451545.0	Moon mean asc node	3.3958e-11	3.9599e-12	3.0531e-14	3.0531e-14	
bary astrometric, true of date, ecliptic	2451545.0	Moon osc asc node	2.3446e-11	2.3497e-11	6.8442e-13	6.8442e-13	
bary astrometric, true of date, ecliptic	2451545.0	Moon mean desc node	5.5888e-11	1.9646e-11	4.7354e-13	4.7354e-13	
bary astrometric, true of date, ecliptic	2451545.0	Moon osc desc node	1.5024e-11	1.1130e-11	4.6627e-12	4.6627e-12	
bary astrometric, true of date, ecliptic	2451545.0	Moon mean perihelion	1.4954e-10	1.2123e-11	9.6654e-14	9.6654e-14	
bary astrometric, true of date, ecliptic	2451545.0	Moon osc perihelion	9.3467e-11	6.6782e-12	1.5992e-12	1.5992e-12	
bary astrometric, true of date, ecliptic	2451545.0	Moon mean aphelion	5.3423e-11	2.5847e-11	5.6726e-13	5.6726e-13	
bary astrometric, true of date, ecliptic	2451545.0	Moon osc aphelion	7.3143e-10	4.8801e-11	7.3598e-12	7.3598e-12	
bary astrometric, true of date, ecliptic	2451545.0	Mercury mean asc node	4.5272e-11	8.5297e-12	1.2645e-13	1.2645e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mercury osc asc node	1.0781e-10	1.2947e-11	9.5656e-13	9.5656e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mercury mean desc node	2.0557e-11	2.7878e-11	1.9373e-13	1.9373e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mercury osc desc node	1.1505e-10	9.0511e-12	4.7018e-13	4.7018e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mercury mean perihelion	4.2036e-12	1.4525e-11	3.1665e-13	3.1665e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mercury osc perihelion	6.1783e-11	1.8864e-11	2.4703e-13	2.4703e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mercury mean aphelion	2.6210e-11	2.6060e-11	1.2247e-13	1.2247e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mercury osc aphelion	1.6813e-11	3.6435e-11	3.7450e-13	3.7450e-13	
bary astrometric, true of date, ecliptic	2451545.0	Venus mean asc node	1.6906e-11	8.1409e-12	8.5402e-13	8.5402e-13	
bary astrometric, true of date, ecliptic	2451545.0	Venus osc asc node	7.3490e-11	5.4613e-12	9.1759e-13	9.1759e-13	
bary astrometric, true of date, ecliptic	2451545.0	Venus mean desc node	1.4252e-10	9.3423e-12	3.7496e-13	3.7496e-13	
bary astrometric, true of date, ecliptic	2451545.0	Venus osc desc node	6.9279e-11	2.6826e-12	6.2381e-13	6.2381e-13	
bary astrometric, true of date, ecliptic	2451545.0	Venus mean perihelion	3.6884e-11	6.3275e-12	1.4733e-13	1.4733e-13	
bary astrometric, true of date, ecliptic	2451545.0	Venus osc perihelion	4.1881e-09	2.1032e-10	8.2308e-14	8.2308e-14	
bary astrometric, true of date, ecliptic	2451545.0	Venus mean aphelion	2.0502e-11	1.1045e-11	3.0993e-13	3.0993e-13	
bary astrometric, true of date, ecliptic	2451545.0	Venus osc aphelion	3.0429e-09	2.2540e-10	6.9134e-13	6.9134e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mars mean asc node	1.9681e-10	6.3169e-12	3.3059e-13	2.2572e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mars osc asc node	2.2436e-10	8.3198e-13	4.7474e-14	3.2415e-14	
bary astrometric, true of date, ecliptic	2451545.0	Mars mean desc node	9.2711e-11	2.1411e-11	7.8601e-13	5.0440e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mars osc desc node	1.7822e-10	2.6505e-12	1.1806e-12	7.5758e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mars mean perihelion	1.9514e-11	1.5867e-13	6.6718e-13	4.8488e-13	
bary astrometric, true of date, ecliptic	2451545.0	Mars osc perihelion	4.0476e-10	1.5306e-11	2.3801e-12	1.7296e-12	
bary astrometric, true of date, ecliptic	2451545.0	Mars mean aphelion	4.8131e-12	2.7912e-12	1.6616e-13	9.9417e-14	
bary astrometric, true of date, ecliptic	2451545.0	Mars osc aphelion	3.1848e-11	1.3653e-11	1.2310e-12	7.3660e-13	
bary astrometric, true of date, ecliptic	2451545.0	Jupiter mean asc node	2.2536e-10	1.0169e-11	4.1285e-12	7.9833e-13	
bary astrometric, true of date, ecliptic	2451545.0	Jupiter osc asc node	1.1503e-09	7.1677e-12	1.3130e-11	2.5406e-12	
bary astrometric, true of date, ecliptic	2451545.0	Jupiter mean desc node	4.9727e-10	1.1200e-12	3.5497e-12	6.8136e-13	
bary astrometric, true of date, ecliptic	2451545.0	Jupiter osc desc node	3.6675e-10	6.3559e-12	1.4926e-11	2.8616e-12	
bary astrometric, true of date, ecliptic	2451545.0	Jupiter mean perihelion	2.5302e-11	2.0159e-12	9.5529e-13	1.9324e-13	
bary astrometric, true of date, ecliptic	2451545.0	Jupiter osc perihelion	7.6697e-10	9.8910e-12	2.8275e-12	5.7205e-13	
bary astrometric, true of date, ecliptic	2451545.0	Jupiter mean aphelion	2.0010e-11	5.9115e-12	1.4818e-12	2.7129e-13	
bary astrometric, true of date, ecliptic	2451545.0	Jupiter osc aphelion	1.7642e-10	7.3606e-12	5.1949e-12	9.5044e-13	
bary astrometric, true of date, ecliptic	2451545.0	Saturn mean asc node	3.1906e-10	9.4609e-12	3.4914e-12	3.8534e-13	
bary astrometric, true of date, ecliptic	2451545.0	Saturn osc asc node	2.0952e-10	5.3586e-12	6.7986e-12	7.4793e-13	
bary astrometric, true of date, ecliptic	2451545.0	Saturn mean desc node	3.7829e-10	9.6914e-13	8.7222e-12	8.6879e-13	
bary astrometric, true of date, ecliptic	2451545.0	Saturn osc desc node	5.4083e-11	7.5461e-12	2.0742e-11	2.0610e-12	
bary astrometric, true of date, ecliptic	2451545.0	Saturn mean perihelion	1.9287e-11	1.2583e-11	6.0634e-12	6.7179e-13	
bary astrometric, true of date, ecliptic	2451545.0	Saturn osc perihelion	3.5039e-09	1.2498e-10	1.9064e-11	2.1077e-12	
bary astrometric, true of date, ecliptic	2451545.0	Saturn mean aphelion	7.9436e-11	3.3381e-12	1.0091e-11	1.0009e-12	
bary astrometric, true of date, ecliptic	2451545.0	Saturn osc aphelion	1.5455e-09	1.0120e-10	2.3976e-11	2.3694e-12	
bary astrometric, true of date, ecliptic	2451545.0	Moon natural apogee	1.9279e-11	3.7357e-12	2.3828e-13	2.3828e-13	
bary astrometric, true of date, ecliptic	2451545.0	Moon natural perigee	5.8266e-10	6.0602e-11	2.1799e-12	2.1799e-12	
bary astrometric, true of date, ecliptic	2451545.0	Sirius	1.0257e-11	4.5499e-12	1.9536e-07	3.5917e-13	OVER
bary astrometric, true of date, ecliptic	2451545.0	Vega	3.8089e-11	3.8210e-11	5.7234e-07	3.6137e-13	OVER
bary astrometric, true of date, ecliptic	2451545.0	Polaris	1.8026e-11	2.5192e-11	1.3329e-06	4.8725e-14	OVER
bary astrometric, true of date, ecliptic	2451545.0	Rigil Kentaurus	1.8938e-13	1.4744e-11	2.3476e-08	8.5919e-14	OVER
bary astrometric, true of date, ecliptic	2461300.5	Sun	7.2793e-12	1.5190e-11	1.4034e-15	1.4034e-15	
bary astrometric, true of date, ecliptic	2461300.5	Moon	5.7835e-12	1.7381e-12	1.1141e-12	1.1101e-12	
bary astrometric, true of date, ecliptic	2461300.5	Mercury	1.1367e-10	7.1940e-12	2.5055e-13	2.5055e-13	
bary astrometric, true of date, ecliptic	2461300.5	Venus	1.2845e-11	1.1230e-12	1.3307e-13	1.3307e-13	
bary astrometric, true of date, ecliptic	2461300.5	Earth	1.6136e-11	9.7239e-13	5.7085e-13	5.6828e-13	
bary astrometric, true of date, ecliptic	2461300.5	Mars	2.2659e-12	1.2147e-11	1.6639e-13	1.0838e-13	
bary astrometric, true of date, ecliptic	2461300.5	Jupiter	2.4473e-11	2.5129e-11	8.2665e-13	1.5599e-13	
bary astrometric, true of date, ecliptic	2461300.5	Saturn	7.4572e-12	5.8336e-13	3.2430e-12	3.4366e-13	
bary astrometric, true of date, ecliptic	2461300.5	Uranus	2.2244e-12	1.1434e-11	1.0507e-12	5.4050e-14	
bary astrometric, true of date, ecliptic	2461300.5	Neptune	3.0513e-12	6.9517e-13	1.2396e-11	4.1489e-13	
bary astrometric, true of date, ecliptic	2461300.5	Pluto	1.3485e-11	2.1028e-11	9.6476e-12	2.7097e-13	
bary astrometric, true of date, ecliptic	2461300.5	Moon mean asc node	1.3855e-10	2.7039e-14	6.6794e-13	6.6336e-13	
bary astrometric, true of date, ecliptic	2461300.5	Moon osc asc node	1.0669e-10	9.4572e-13	7.0244e-12	6.9762e-12	
bary astrometric, true of date, ecliptic	2461300.5	Moon mean desc node	1.8516e-11	3.1875e-12	2.8684e-13	2.8619e-13	
bary astrometric, true of date, ecliptic	2461300.5	Moon osc desc node	2.0972e-13	2.4630e-12	5.7674e-13	5.7542e-13	
bary astrometric, true of date, ecliptic	2461300.5	Moon mean perihelion	3.1112e-11	6.0378e-12	1.2760e-12	1.2706e-12	
bary astrometric, true of date, ecliptic	2461300.5	Moon osc perihelion	2.8453e-11	7.6720e-11	3.7845e-11	3.7687e-11	
bary astrometric, true of date, ecliptic	2461300.5	Moon mean aphelion	5.4522e-11	1.4566e-11	4.0189e-12	3.9996e-12	
bary astrometric, true of date, ecliptic	2461300.5	Moon osc aphelion	1.4879e-10	6.9766e-11	2.5977e-11	2.5850e-11	
bary astrometric, true of date, ecliptic	2461300.5	Mercury mean asc node	3.5368e-11	1.4159e-11	1.9603e-14	1.9603e-14	
bary astrometric, true of date, ecliptic	2461300.5	Mercury osc asc node	5.6126e-11	1.6314e-11	1.1757e-13	1.1757e-13	
bary astrometric, true of date, ecliptic	2461300.5	Mercury mean desc node	3.0349e-11	4.2686e-12	8.3284e-14	8.3284e-14	
bary astrometric, true of date, ecliptic	2461300.5	Mercury osc desc node	2.2290e-11	2.4127e-12	5.1774e-13	5.1774e-13	
bary astrometric, true of date, ecliptic	2461300.5	Mercury mean perihelion	1.6899e-11	5.0534e-12	2.2773e-13	2.2773e-13	
bary astrometric, true of date, ecliptic	2461300.5	Mercury osc perihelion	3.2441e-10	5.9714e-12	4.1799e-13	4.1799e-13	
bary astrometric, true of date, ecliptic	2461300.5	Mercury mean aphelion	2.2477e-11	2.2777e-11	3.2921e-13	3.2921e-13	
bary astrometric, true of date, ecliptic	2461300.5	Mercury osc aphelion	5.9004e-11	2.7405e-11	4.9152e-13	4.9152e-13	
bary astrometric, true of date, ecliptic	2461300.5	Venus mean asc node	1.2733e-10	1.4637e-11	3.6348e-13	3.6348e-13	
bary astrometric, true of date, ecliptic	2461300.5	Venus osc asc node	1.6392e-10	2.0784e-11	1.3554e-12	1.3554e-12	
bary astrometric, true of date, ecliptic	2461300.5	Venus mean desc node	4.0537e-10	3.2953e-11	4.3418e-13	4.3418e-13	
bary astrometric, true of date, ecliptic	2461300.5	Venus osc desc node	9.6079e-11	3.0286e-11	7.2097e-13	7.2097e-13	
bary astrometric, true of date, ecliptic	2461300.5	Venus mean perihelion	6.3176e-11	7.7309e-12	5.4097e-14	5.4097e-14	
bary astrometric, true of date, ecliptic	2461300.5	Venus osc perihelion	6.7695e-09	5.9782e-13	6.3183e-14	6.3183e-14	
bary astrometric, true of date, ecliptic	2461300.5	Venus mean aphelion	2.3624e-11	1.5277e-11	6.0290e-13	6.0290e-13	
bary astrometric, true of date, ecliptic	2461300.5	Venus osc aphelion	6.6818e-09	3.2511e-10	5.0759e-13	5.0759e-13	
bary astrometric, true of date, ecliptic	2461300.5	Mars mean asc node	5.5524e-10	1.9598e-11	1.0472e-12	7.1439e-13	
bary astrometric, true of date, ecliptic	2461300.5	Mars osc asc node	1.7862e-10	1.2458e-11	1.3349e-13	9.1053e-14	
bary astrometric, true of date, ecliptic	2461300.5	Mars mean desc node	8.0442e-10	8.5949e-12	2.7980e-12	1.7969e-12	
bary astrometric, true of date, ecliptic	2461300.5	Mars osc desc node	1.9026e-10	1.6823e-13	5.3747e-12	3.4523e-12	
bary astrometric, true of date, ecliptic	2461300.5	Mars mean perihelion	1.3200e-11	1.2517e-11	6.6993e-13	4.8468e-13	
bary astrometric, true of date, ecliptic	2461300.5	Mars osc perihelion	3.8058e-10	1.6086e-11	2.5016e-12	1.8099e-12	
bary astrometric, true of date, ecliptic	2461300.5	Mars mean aphelion	8.5350e-11	1.7034e-12	2.0008e-12	1.2016e-12	
bary astrometric, true of date, ecliptic	2461300.5	Mars osc aphelion	4.3332e-11	7.3377e-12	9.7684e-13	5.8665e-13	
bary astrometric, true of date, ecliptic	2461300.5	Jupiter mean asc node	4.0558e-10	2.8652e-11	5.1391e-12	9.9453e-13	
