# ratesweep 127.0.0.1:47392 bound 0.005 0.0001 (advertised)
config	epoch_tt	object	lon_err	lat_err	dist_err	flag
topo Quito, apparent	2378496.5	Venus mean aphelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Venus osc aphelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Mars mean asc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Mars osc asc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Mars mean desc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Mars osc desc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Mars mean perihelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Mars osc perihelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Mars mean aphelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Mars osc aphelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Jupiter mean asc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Jupiter osc asc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Jupiter mean desc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Jupiter osc desc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Jupiter mean perihelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Jupiter osc perihelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Jupiter mean aphelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Jupiter osc aphelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Saturn mean asc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Saturn osc asc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Saturn mean desc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Saturn osc desc node				unanswered errCode 4
topo Quito, apparent	2378496.5	Saturn mean perihelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Saturn osc perihelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Saturn mean aphelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Saturn osc aphelion				unanswered errCode 4
topo Quito, apparent	2378496.5	Moon natural apogee				unanswered errCode 2
topo Quito, apparent	2378496.5	Moon natural perigee				unanswered errCode 2
topo Quito, apparent	2378496.5	Sirius				unanswered errCode 4
topo Quito, apparent	2378496.5	Vega				unanswered errCode 4
topo Quito, apparent	2378496.5	Polaris				unanswered errCode 4
topo Quito, apparent	2378496.5	Rigil Kentaurus				unanswered errCode 4
topo Quito, apparent	2415020.5	Sun	7.9087e-06	1.3144e-06	2.7960e-08	
topo Quito, apparent	2415020.5	Moon	1.2201e-03	3.0996e-04	2.0609e-08	
topo Quito, apparent	2415020.5	Mercury	9.9486e-06	1.4502e-06	5.8908e-08	
topo Quito, apparent	2415020.5	Venus	8.0693e-06	7.4219e-07	1.7753e-08	
topo Quito, apparent	2415020.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Mars	1.3437e-06	4.1967e-07	4.8902e-09	
topo Quito, apparent	2415020.5	Jupiter	1.0839e-06	8.9897e-08	2.0327e-08	
topo Quito, apparent	2415020.5	Saturn	6.9893e-07	7.0760e-09	7.5769e-09	
topo Quito, apparent	2415020.5	Uranus	5.2521e-07	5.8509e-08	5.8561e-09	
topo Quito, apparent	2415020.5	Neptune	3.8422e-07	7.8953e-08	3.2323e-09	
topo Quito, apparent	2415020.5	Pluto	3.2404e-07	7.9121e-08	2.4573e-09	
topo Quito, apparent	2415020.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Moon osc asc node	7.1320e-07	5.0059e-07	4.4187e-11	
topo Quito, apparent	2415020.5	Moon mean desc node	8.4888e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Moon osc desc node	6.3130e-07	4.7749e-07	3.4568e-11	
topo Quito, apparent	2415020.5	Moon mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Moon osc perihelion	4.4546e-06	2.0449e-07	6.3477e-11	
topo Quito, apparent	2415020.5	Moon mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Moon osc aphelion	3.4126e-06	5.8705e-07	5.4386e-11	
topo Quito, apparent	2415020.5	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Mercury osc asc node	7.4662e-07	6.4506e-06	1.9215e-07	
topo Quito, apparent	2415020.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Mercury osc desc node	5.8222e-06	7.0588e-06	5.7141e-06	
topo Quito, apparent	2415020.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Mercury osc perihelion	2.1482e-07	6.3640e-06	1.1196e-06	
topo Quito, apparent	2415020.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Mercury osc aphelion	4.5390e-06	7.5756e-06	4.4150e-06	
topo Quito, apparent	2415020.5	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Venus osc asc node	2.1870e-06	7.8511e-06	1.7528e-06	
topo Quito, apparent	2415020.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Venus osc desc node	5.9475e-06	8.0024e-06	4.7985e-06	
topo Quito, apparent	2415020.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Venus osc perihelion	3.8532e-06	7.0760e-06	4.6304e-06	
topo Quito, apparent	2415020.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Venus osc aphelion	6.7280e-08	8.2742e-06	9.3969e-07	
topo Quito, apparent	2415020.5	Mars mean asc node	9.6255e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Mars osc asc node	1.0593e-05	6.7551e-06	9.3898e-06	
topo Quito, apparent	2415020.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Mars osc desc node	1.4838e-05	9.9643e-06	7.6413e-06	
topo Quito, apparent	2415020.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Mars osc perihelion	7.0174e-06	9.7345e-06	2.5168e-06	
topo Quito, apparent	2415020.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Mars osc aphelion	1.2548e-05	7.2632e-06	9.6450e-06	
topo Quito, apparent	2415020.5	Jupiter mean asc node	8.4886e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Jupiter osc asc node	7.4369e-06	1.6790e-05	2.8680e-06	
topo Quito, apparent	2415020.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Jupiter osc desc node	9.1658e-06	2.4406e-05	2.4972e-06	
topo Quito, apparent	2415020.5	Jupiter mean perihelion	1.8948e-13	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Jupiter osc perihelion	4.4825e-05	2.0203e-05	9.1638e-06	
topo Quito, apparent	2415020.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Jupiter osc aphelion	5.2492e-05	2.1994e-05	1.0011e-05	
topo Quito, apparent	2415020.5	Saturn mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Saturn osc asc node	9.5932e-06	3.2137e-05	3.6758e-07	
topo Quito, apparent	2415020.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Saturn osc desc node	1.1959e-05	4.3400e-05	3.6033e-07	
topo Quito, apparent	2415020.5	Saturn mean perihelion	9.7013e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Saturn osc perihelion	1.9949e-05	3.0734e-05	3.4554e-06	
topo Quito, apparent	2415020.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2415020.5	Saturn osc aphelion	2.0665e-05	4.2210e-05	2.7265e-06	
topo Quito, apparent	2415020.5	Moon natural apogee				unanswered errCode 2
topo Quito, apparent	2415020.5	Moon natural perigee				unanswered errCode 2
topo Quito, apparent	2415020.5	Sirius	4.9875e-07	2.9341e-06	2.4663e-10	
topo Quito, apparent	2415020.5	Vega	1.2774e-06	2.8926e-06	1.0753e-10	
topo Quito, apparent	2415020.5	Polaris	3.8755e-07	2.9676e-06	2.7352e-10	
topo Quito, apparent	2415020.5	Rigil Kentaurus	1.4649e-06	2.5235e-06	3.0461e-10	
topo Quito, apparent	2451545.0	Sun	1.1361e-05	4.1350e-06	2.8815e-08	
topo Quito, apparent	2451545.0	Moon	6.1906e-04	1.2070e-04	6.6094e-08	
topo Quito, apparent	2451545.0	Mercury	1.2654e-05	3.7056e-06	3.1727e-08	
topo Quito, apparent	2451545.0	Venus	4.4099e-06	4.3443e-06	1.9298e-07	
topo Quito, apparent	2451545.0	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Mars	3.3299e-06	2.3572e-06	7.8066e-08	
topo Quito, apparent	2451545.0	Jupiter	1.0009e-06	2.4969e-06	4.0736e-08	
topo Quito, apparent	2451545.0	Saturn	1.0785e-06	3.5906e-06	1.9308e-08	
topo Quito, apparent	2451545.0	Uranus	3.0026e-07	4.0089e-06	5.3313e-09	
topo Quito, apparent	2451545.0	Neptune	2.9777e-07	4.7306e-06	2.4602e-09	
topo Quito, apparent	2451545.0	Pluto	2.3308e-07	5.3300e-06	3.0524e-09	
topo Quito, apparent	2451545.0	Moon mean asc node	1.2128e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Moon osc asc node	1.8423e-07	2.3419e-07	4.5165e-11	
topo Quito, apparent	2451545.0	Moon mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Moon osc desc node	1.2618e-08	2.1701e-07	9.5603e-12	
topo Quito, apparent	2451545.0	Moon mean perihelion	1.2128e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Moon osc perihelion	3.2267e-06	3.9252e-08	4.8063e-11	
topo Quito, apparent	2451545.0	Moon mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Moon osc aphelion	2.5251e-06	3.5551e-07	1.6307e-11	
topo Quito, apparent	2451545.0	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Mercury osc asc node	6.4339e-07	1.0361e-05	2.5875e-06	
topo Quito, apparent	2451545.0	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Mercury osc desc node	5.7888e-06	9.5301e-06	2.2606e-06	
topo Quito, apparent	2451545.0	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Mercury osc perihelion	3.6036e-07	1.0933e-05	1.3092e-06	
topo Quito, apparent	2451545.0	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Mercury osc aphelion	4.4738e-06	9.8478e-06	8.3368e-07	
topo Quito, apparent	2451545.0	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Venus osc asc node	1.8837e-06	1.5446e-05	2.8331e-06	
topo Quito, apparent	2451545.0	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Venus osc desc node	5.8924e-06	9.9225e-06	1.2631e-06	
topo Quito, apparent	2451545.0	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Venus osc perihelion	4.2150e-06	1.3145e-05	3.5310e-06	
topo Quito, apparent	2451545.0	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Venus osc aphelion	4.0473e-07	1.0207e-05	2.6319e-06	
topo Quito, apparent	2451545.0	Mars mean asc node	1.3491e-11	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Mars osc asc node	1.0394e-05	9.5701e-06	9.5724e-06	
topo Quito, apparent	2451545.0	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Mars osc desc node	1.4792e-05	1.1350e-05	4.5746e-06	
topo Quito, apparent	2451545.0	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Mars osc perihelion	7.2386e-06	1.1200e-05	5.6493e-06	
topo Quito, apparent	2451545.0	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Mars osc aphelion	1.2802e-05	9.6418e-06	9.5983e-06	
topo Quito, apparent	2451545.0	Jupiter mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Jupiter osc asc node	6.7262e-06	1.7481e-05	8.4861e-07	
topo Quito, apparent	2451545.0	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Jupiter osc desc node	2.2543e-05	2.4822e-05	1.1684e-06	
topo Quito, apparent	2451545.0	Jupiter mean perihelion	7.4654e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Jupiter osc perihelion	4.5051e-05	2.0561e-05	9.7286e-06	
topo Quito, apparent	2451545.0	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Jupiter osc aphelion	5.2756e-05	2.2639e-05	9.0746e-06	
topo Quito, apparent	2451545.0	Saturn mean asc node	1.0914e-11	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Saturn osc asc node	1.0445e-05	3.2344e-05	3.9055e-06	
topo Quito, apparent	2451545.0	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Saturn osc desc node	1.3014e-05	4.3699e-05	3.9242e-06	
topo Quito, apparent	2451545.0	Saturn mean perihelion	1.2127e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Saturn osc perihelion	2.4766e-05	3.0728e-05	6.0086e-07	
topo Quito, apparent	2451545.0	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2451545.0	Saturn osc aphelion	2.6088e-05	4.2311e-05	2.6970e-07	
topo Quito, apparent	2451545.0	Moon natural apogee				unanswered errCode 2
topo Quito, apparent	2451545.0	Moon natural perigee				unanswered errCode 2
topo Quito, apparent	2451545.0	Sirius	1.2275e-06	5.8760e-06	2.3773e-10	
topo Quito, apparent	2451545.0	Vega	3.0581e-06	5.8408e-06	3.0326e-10	
topo Quito, apparent	2451545.0	Polaris	2.3956e-07	6.0463e-06	6.5202e-12	
topo Quito, apparent	2451545.0	Rigil Kentaurus	2.8237e-06	5.2380e-06	1.0811e-10	
topo Quito, apparent	2461300.5	Sun	7.0254e-06	3.8252e-06	3.6608e-08	
topo Quito, apparent	2461300.5	Moon	7.8021e-04	8.2057e-04	4.0994e-08	
topo Quito, apparent	2461300.5	Mercury	2.1874e-06	2.9982e-06	1.6461e-08	
topo Quito, apparent	2461300.5	Venus	1.9816e-05	1.1003e-05	1.4918e-07	
topo Quito, apparent	2461300.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Mars	1.1622e-06	2.2600e-06	7.1066e-08	
topo Quito, apparent	2461300.5	Jupiter	4.5763e-07	6.5020e-07	2.0839e-08	
topo Quito, apparent	2461300.5	Saturn	9.3605e-07	4.6039e-07	2.5908e-09	
topo Quito, apparent	2461300.5	Uranus	3.1071e-08	2.1650e-07	4.9677e-09	
topo Quito, apparent	2461300.5	Neptune	2.5918e-07	1.4358e-07	1.5675e-09	
topo Quito, apparent	2461300.5	Pluto	3.5882e-07	1.3301e-07	3.7419e-09	
topo Quito, apparent	2461300.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Moon osc asc node	4.4821e-07	3.5315e-08	4.0031e-11	
topo Quito, apparent	2461300.5	Moon mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Moon osc desc node	3.7471e-07	4.1107e-08	1.5750e-11	
topo Quito, apparent	2461300.5	Moon mean perihelion	1.2133e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Moon osc perihelion	2.3977e-06	1.9209e-07	2.0490e-11	
topo Quito, apparent	2461300.5	Moon mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Moon osc aphelion	3.8772e-06	1.1247e-07	1.0133e-12	
topo Quito, apparent	2461300.5	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Mercury osc asc node	4.1658e-06	1.8191e-06	5.2600e-06	
topo Quito, apparent	2461300.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Mercury osc desc node	1.1464e-06	1.5059e-06	1.0055e-06	
topo Quito, apparent	2461300.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Mercury osc perihelion	4.9778e-06	1.5073e-06	6.0301e-06	
topo Quito, apparent	2461300.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Mercury osc aphelion	2.5140e-06	1.8489e-06	1.0352e-07	
topo Quito, apparent	2461300.5	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Venus osc asc node	8.9572e-06	1.5827e-06	8.2465e-06	
topo Quito, apparent	2461300.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Venus osc desc node	5.0029e-06	1.5055e-06	1.8115e-06	
topo Quito, apparent	2461300.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Venus osc perihelion	7.2866e-06	1.1246e-06	5.9285e-06	
topo Quito, apparent	2461300.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Venus osc aphelion	3.9848e-06	2.5349e-06	2.4300e-06	
topo Quito, apparent	2461300.5	Mars mean asc node	9.7013e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Mars osc asc node	1.2454e-05	1.5569e-06	9.1895e-06	
topo Quito, apparent	2461300.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Mars osc desc node	9.1845e-06	1.4340e-06	2.1215e-06	
topo Quito, apparent	2461300.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Mars osc perihelion	4.7941e-06	2.3803e-06	4.6474e-06	
topo Quito, apparent	2461300.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Mars osc aphelion	9.9627e-06	9.7660e-07	4.9047e-06	
topo Quito, apparent	2461300.5	Jupiter mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Jupiter osc asc node	5.3786e-05	1.5275e-06	9.2102e-06	
topo Quito, apparent	2461300.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Jupiter osc desc node	5.0940e-05	1.5377e-06	9.1071e-06	
topo Quito, apparent	2461300.5	Jupiter mean perihelion	1.2127e-11	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Jupiter osc perihelion	1.0872e-05	4.5843e-07	1.0691e-06	
topo Quito, apparent	2461300.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Jupiter osc aphelion	9.9847e-06	1.7808e-07	1.2565e-07	
topo Quito, apparent	2461300.5	Saturn mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Saturn osc asc node	8.5433e-05	4.9022e-07	8.5204e-06	
topo Quito, apparent	2461300.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Saturn osc desc node	9.2334e-05	4.7612e-07	8.9908e-06	
topo Quito, apparent	2461300.5	Saturn mean perihelion	2.0615e-11	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Saturn osc perihelion	9.2692e-05	8.5986e-07	9.2324e-06	
topo Quito, apparent	2461300.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2461300.5	Saturn osc aphelion	1.0105e-04	2.1618e-07	9.0683e-06	
topo Quito, apparent	2461300.5	Moon natural apogee				unanswered errCode 2
topo Quito, apparent	2461300.5	Moon natural perigee				unanswered errCode 2
topo Quito, apparent	2461300.5	Sirius	2.0348e-06	9.5396e-06	2.5653e-10	
topo Quito, apparent	2461300.5	Vega	5.0550e-06	9.4880e-06	9.9726e-11	
topo Quito, apparent	2461300.5	Polaris	3.0173e-07	9.8660e-06	2.4493e-11	
topo Quito, apparent	2461300.5	Rigil Kentaurus	4.5853e-06	8.5171e-06	1.1042e-10	
topo Quito, apparent	2488069.5	Sun	7.9144e-06	1.3481e-06	2.7896e-08	
topo Quito, apparent	2488069.5	Moon	1.3939e-03	2.4846e-04	7.0415e-08	
topo Quito, apparent	2488069.5	Mercury	9.7172e-07	7.1581e-08	4.7850e-09	
topo Quito, apparent	2488069.5	Venus	2.3223e-06	9.0395e-07	1.6340e-07	
topo Quito, apparent	2488069.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Mars	1.7510e-06	1.7990e-06	1.4930e-07	
topo Quito, apparent	2488069.5	Jupiter	2.0288e-08	9.6155e-08	2.5954e-08	
topo Quito, apparent	2488069.5	Saturn	2.4975e-07	1.9599e-08	1.4726e-08	
topo Quito, apparent	2488069.5	Uranus	2.1591e-07	6.1229e-08	7.1634e-09	
topo Quito, apparent	2488069.5	Neptune	4.3578e-08	8.7574e-08	3.4068e-09	
topo Quito, apparent	2488069.5	Pluto	3.3411e-07	1.3168e-07	3.0562e-09	
topo Quito, apparent	2488069.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Moon osc asc node	4.1037e-07	1.8378e-07	1.9275e-11	
topo Quito, apparent	2488069.5	Moon mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Moon osc desc node	3.4622e-07	1.7089e-07	1.1385e-11	
topo Quito, apparent	2488069.5	Moon mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Moon osc perihelion	5.7486e-06	2.9654e-07	7.5451e-12	
topo Quito, apparent	2488069.5	Moon mean aphelion	1.5158e-11	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Moon osc aphelion	5.0693e-06	6.6027e-07	2.3171e-11	
topo Quito, apparent	2488069.5	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Mercury osc asc node	6.6005e-07	1.8183e-05	2.2168e-07	
topo Quito, apparent	2488069.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Mercury osc desc node	5.7785e-06	1.4400e-05	5.6278e-06	
topo Quito, apparent	2488069.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Mercury osc perihelion	3.8165e-07	2.0018e-05	1.2217e-06	
topo Quito, apparent	2488069.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Mercury osc aphelion	4.4047e-06	1.4352e-05	4.2779e-06	
topo Quito, apparent	2488069.5	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Venus osc asc node	1.9628e-06	3.0695e-05	1.6284e-06	
topo Quito, apparent	2488069.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Venus osc desc node	5.8512e-06	1.3747e-05	4.7047e-06	
topo Quito, apparent	2488069.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Venus osc perihelion	4.3548e-06	2.4820e-05	4.9459e-06	
topo Quito, apparent	2488069.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Venus osc aphelion	4.8825e-07	1.4117e-05	7.4707e-07	
topo Quito, apparent	2488069.5	Mars mean asc node	1.9251e-11	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Mars osc asc node	1.0380e-05	1.5258e-05	9.4448e-06	
topo Quito, apparent	2488069.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Mars osc desc node	1.4793e-05	1.4144e-05	7.5608e-06	
topo Quito, apparent	2488069.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Mars osc perihelion	7.4757e-06	1.4230e-05	2.8500e-06	
topo Quito, apparent	2488069.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Mars osc aphelion	1.3164e-05	1.4195e-05	9.7996e-06	
topo Quito, apparent	2488069.5	Jupiter mean asc node	1.9403e-11	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Jupiter osc asc node	6.1554e-06	1.8997e-05	2.5236e-06	
topo Quito, apparent	2488069.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Jupiter osc desc node	7.9274e-06	2.5895e-05	2.2580e-06	
topo Quito, apparent	2488069.5	Jupiter mean perihelion	7.4275e-12	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Jupiter osc perihelion	4.5171e-05	2.1823e-05	9.3871e-06	
topo Quito, apparent	2488069.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Jupiter osc aphelion	5.2742e-05	2.3739e-05	1.0014e-05	
topo Quito, apparent	2488069.5	Saturn mean asc node	1.0914e-11	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Saturn osc asc node	1.1206e-05	3.3054e-05	6.1231e-07	
topo Quito, apparent	2488069.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Saturn osc desc node	1.3854e-05	4.4234e-05	5.6830e-07	
topo Quito, apparent	2488069.5	Saturn mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Saturn osc perihelion	1.4715e-05	3.1782e-05	2.7617e-06	
topo Quito, apparent	2488069.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
topo Quito, apparent	2488069.5	Saturn osc aphelion	1.4765e-05	4.3224e-05	2.1452e-06	
topo Quito, apparent	2488069.5	Moon natural apogee				unanswered errCode 2
topo Quito, apparent	2488069.5	Moon natural perigee				unanswered errCode 2
topo Quito, apparent	2488069.5	Sirius	2.8057e-06	1.2407e-05	6.2707e-11	
topo Quito, apparent	2488069.5	Vega	6.8583e-06	1.2342e-05	2.6041e-10	
