surfaces		corrmask 7 observers						27	3								differs	
apparent	2442413.5	9	topo	true of date	ecliptic	7	69.2	189.2227766337/16.7635926501	189.2227766528/16.7635925637			3.182e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	10	topo	true of date	ecliptic	7	69.2	280.3678260497/-0.0020842231	280.3678262589/-0.0020842807			7.811e-04			0.00210328925	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	301	topo	true of date	ecliptic	7	69.2	222.9805036116/4.3342225944	222.9805076743/4.3342179559			0.0221706233			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; Swiss's topocentric site about the mean pole (no nutation), kept upstream; geocentric agrees at this instant
apparent	2451545	199	topo	true of date	ecliptic	7	69.2	271.8878262191/-0.9963739677	271.8878264338/-0.9963740019			7.824e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	299	topo	true of date	ecliptic	7	69.2	241.5642200809/2.0643858765	241.5642203138/2.0643858144			8.674e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	4	topo	true of date	ecliptic	7	69.2	327.9629563386/-1.0690346791	327.9629564378/-1.0690347560			4.517e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	5	topo	true of date	ecliptic	7	69.2	25.2532404505/-1.2626890910	25.2532405844/-1.2626890508			5.032e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	6	topo	true of date	ecliptic	7	69.2	40.3957584805/-2.4451247884	40.3957588129/-2.4451248597			0.00122277521			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	7	topo	true of date	ecliptic	7	69.2	314.8092100373/-0.6584522150	314.8092101565/-0.6584522196			4.294e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	8	topo	true of date	ecliptic	7	69.2	303.1930428969/0.2349113423	303.1930429902/0.2349113398			3.358e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	9	topo	true of date	ecliptic	7	69.2	251.4547785216/10.8551611150	251.4547785949/10.8551611983			3.964e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	10	topo	true of date	ecliptic	7	69.2	70.9707952068/-0.0020540576	70.9707950154/-0.0020541814			8.207e-04			0.00203950132	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	301	topo	true of date	ecliptic	7	69.2	185.3166581253/4.3026512017	185.3166593441/4.3026444337			0.0247544898			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; Swiss's topocentric site about the mean pole (no nutation), kept upstream; geocentric agrees at this instant
apparent	2459001.5	199	topo	true of date	ecliptic	7	69.2	94.1178410334/1.9640469112	94.1178411016/1.9640467938			4.887e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	299	topo	true of date	ecliptic	7	69.2	75.3045478824/1.1203008235	75.3045476624/1.1203002982			0.00205013602			0.003568966	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	4	topo	true of date	ecliptic	7	69.2	342.6985479710/-2.3783499540	342.6985477608/-2.3783497734			9.970e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	5	topo	true of date	ecliptic	7	69.2	296.7650411224/-0.2129483250	296.7650409182/-0.2129482876			7.473e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	6	topo	true of date	ecliptic	7	69.2	301.6100837250/-0.1535129470	301.6100837003/-0.1535128526			3.515e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	7	topo	true of date	ecliptic	7	69.2	38.5596636253/-0.4468819310	38.5596634775/-0.4468819508			5.366e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	8	topo	true of date	ecliptic	7	69.2	350.8267479831/-1.0567841221	350.8267479350/-1.0567840572			2.908e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	9	topo	true of date	ecliptic	7	69.2	294.6925653257/-0.9238830508	294.6925652402/-0.9238830496			3.078e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	10	topo	true of date	ecliptic	7	69.2	173.1608061000/-0.0017455739	173.1608059758/-0.0017456382			5.037e-04			0.00205675145	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	301	topo	true of date	ecliptic	7	69.2	231.2069166708/-5.7185735387	231.2069132653/-5.7185970367			0.0854679232			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; Swiss's topocentric site about the mean pole (no nutation), kept upstream; geocentric agrees at this instant
apparent	2461299.5	199	topo	true of date	ecliptic	7	69.2	188.7350902000/0.1204695045	188.7350901876/0.1204694884			7.341e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	299	topo	true of date	ecliptic	7	69.2	213.3994697800/-5.3432918224	213.3994702010/-5.3432919653			0.00159421851			0.00233196948	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	4	topo	true of date	ecliptic	7	69.2	112.7355902201/0.7658327039	112.7355900552/0.7658327296			6.007e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	5	topo	true of date	ecliptic	7	69.2	136.7621540122/0.5603383134	136.7621540016/0.5603383520			1.439e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	6	topo	true of date	ecliptic	7	69.2	12.7133972291/-2.6918875639	12.7133972723/-2.6918875431			1.724e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	7	topo	true of date	ecliptic	7	69.2	65.6854320987/-0.1539909239	65.6854321485/-0.1539909726			2.508e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	8	topo	true of date	ecliptic	7	69.2	3.2761682331/-1.4180132515	3.2761682176/-1.4180132669			7.841e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	9	topo	true of date	ecliptic	7	69.2	303.2748583947/-4.2991473811	303.2748584586/-4.2991473507			2.540e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	10	topo	true of date	ecliptic	7	69.2	280.7476348131/-0.0009249666	280.7476348666/-0.0009248691			4.006e-04			0.00210312993	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	301	topo	true of date	ecliptic	7	69.2	17.7895788391/2.9934260118	17.7895657384/2.9934528197			0.107387709			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; Swiss's topocentric site about the mean pole (no nutation), kept upstream; geocentric agrees at this instant
apparent	2469807.5	199	topo	true of date	ecliptic	7	69.2	270.0609632183/3.1340894754	270.0609632568/3.1340896546			6.601e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	299	topo	true of date	ecliptic	7	69.2	281.2470302236/-0.6066172671	281.2470302971/-0.6066172398			2.824e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	4	topo	true of date	ecliptic	7	69.2	227.7150663246/0.7721741938	227.7150664297/0.7721742454			4.215e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	5	topo	true of date	ecliptic	7	69.2	121.6918499554/0.4578549057	121.6918499435/0.4578548996			4.793e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	6	topo	true of date	ecliptic	7	69.2	297.5740676159/-0.2036737797	297.5740676298/-0.2036736674			4.074e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	7	topo	true of date	ecliptic	7	69.2	170.7326614856/0.7866831324	170.7326614680/0.7866830762			2.121e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	8	topo	true of date	ecliptic	7	69.2	53.6034146170/-1.7628187275	53.6034145781/-1.7628187591			1.803e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	9	topo	true of date	ecliptic	7	69.2	337.5329506679/-12.6913984527	337.5329506572/-12.6913984259			1.034e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	10	topo	true of date	ecliptic	7	69.2	280.6034044494/-0.0009489398	280.6034046712/-0.0009489998			8.272e-04			0.00210311196	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	301	topo	true of date	ecliptic	7	69.2	158.1222722428/0.6894068671	158.1222612944/0.6893728348			0.128699221			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; Swiss's topocentric site about the mean pole (no nutation), kept upstream; geocentric agrees at this instant
apparent	2488069.5	199	topo	true of date	ecliptic	7	69.2	288.0042532227/-2.1133365758	288.0042534750/-2.1133366204			9.216e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	299	topo	true of date	ecliptic	7	69.2	320.0682646433/-1.8532797962	320.0682647377/-1.8532798926			4.856e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	4	topo	true of date	ecliptic	7	69.2	29.5225402009/0.9505973123	29.5225405531/0.9505972453			0.00129031021			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	5	topo	true of date	ecliptic	7	69.2	201.2065860029/1.2764265946	201.2065863078/1.2764265297			0.00112192492			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	6	topo	true of date	ecliptic	7	69.2	205.6317850122/2.4221176961	205.6317850837/2.4221176908			2.581e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	7	topo	true of date	ecliptic	7	69.2	17.7410606943/-0.6295128439	17.7410608768/-0.6295128827			6.715e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	8	topo	true of date	ecliptic	7	69.2	167.2906023140/0.9638635998	167.2906025838/0.9638635518			9.863e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	9	topo	true of date	ecliptic	7	69.2	32.4029576816/-16.9212504064	32.4029578398/-16.9212503694			5.609e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2378496.5	301	helio	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	199	helio	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	299	helio	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	4	helio	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	5	helio	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	6	helio	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	7	helio	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	8	helio	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	9	helio	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2415020.5	301	helio	true of date	ecliptic	1	69.2	100.1729611152/0.0027111374	100.1729610024/0.0027112459			5.635e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2415020.5	199	helio	true of date	ecliptic	1	69.2	201.3762959157/3.0574913874	201.3764005140/3.0574798209			0.378316566			0.00229402659	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2415020.5	299	helio	true of date	ecliptic	1	69.2	343.1317427925/-3.3901377987	343.1317295668/-3.3901377109			0.0475303167			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2415020.5	4	helio	true of date	ecliptic	1	69.2	286.4463514124/-1.5633621084	286.4463689285/-1.5633625083			0.0630507938			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2415020.5	5	helio	true of date	ecliptic	1	69.2	234.5387101766/0.9244443910	234.5387133393/0.9244442089			0.0114030201			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2415020.5	6	helio	true of date	ecliptic	1	69.2	266.5171130970/1.1035811800	266.5171141274/1.1035809079			0.00383594706			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2415020.5	7	helio	true of date	ecliptic	1	69.2	248.6604463146/0.0662150845	248.6604467635/0.0662149700			0.00166786038			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2415020.5	8	helio	true of date	ecliptic	1	69.2	85.6996241729/-1.2582358066	85.6996238129/-1.2582356232			0.00145422			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2415020.5	9	helio	true of date	ecliptic	1	69.2	75.7586371739/-9.5914062412	75.7586369926/-9.5914061312			7.555e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	301	helio	true of date	ecliptic	1	69.2	100.0226705328/-0.0117495662	100.0226705585/-0.0117495573			9.798e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	199	helio	true of date	ecliptic	1	69.2	303.5540583084/-6.7839666313	303.5540853376/-6.7839675006			0.0966742104			0.00223548382	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2442413.5	299	helio	true of date	ecliptic	1	69.2	311.7152960855/-2.7901584751	311.7153121314/-2.7901591009			0.0577406848			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2442413.5	4	helio	true of date	ecliptic	1	69.2	239.1834068004/-0.3155255377	239.1834023185/-0.3155254333			0.0161391212			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2442413.5	5	helio	true of date	ecliptic	1	69.2	353.5138372634/-1.2506745682	353.5138387100/-1.2506745068			0.00521099628			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2442413.5	6	helio	true of date	ecliptic	1	69.2	105.2239154675/-0.3571209136	105.2239152666/-0.3571208865			7.298e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	7	helio	true of date	ecliptic	1	69.2	209.0479999202/0.5450998826	209.0479996438/0.5450999023			9.977e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	8	helio	true of date	ecliptic	1	69.2	249.5225351872/1.5647827729	249.5225350811/1.5647827238			4.206e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	9	helio	true of date	ecliptic	1	69.2	187.3134073587/16.7499223339	187.3134072723/16.7499222403			4.497e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	301	helio	true of date	ecliptic	1	69.2	100.4994706249/0.0139227119	100.4994709085/0.0139227609			0.00103619891			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	199	helio	true of date	ecliptic	1	69.2	253.7716614295/-3.0219535783	253.7715871045/-3.0219453140			0.26884941			0.00206906234	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2451545	299	helio	true of date	ecliptic	1	69.2	182.5922948153/3.2647206495	182.5922271462/3.2647217323			0.243244986			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2451545	4	helio	true of date	ecliptic	1	69.2	359.4383868487/-1.4197785332	359.4384126727/-1.4197780634			0.0929534666			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2451545	5	helio	true of date	ecliptic	1	69.2	36.2881196941/-1.1746124631	36.2881237223/-1.1746123744			0.0145017701			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2451545	6	helio	true of date	ecliptic	1	69.2	45.7164516351/-2.3032260989	45.7164534032/-2.3032261343			0.00636153849			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2451545	7	helio	true of date	ecliptic	1	69.2	316.4135202484/-0.6848466332	316.4135205660/-0.6848466343			0.00114328106			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	8	helio	true of date	ecliptic	1	69.2	303.9239560320/0.2420261856	303.9239561768/0.2420261851			5.212e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	9	helio	true of date	ecliptic	1	69.2	250.5412182879/11.1617070218	250.5412181705/11.1617071536			6.299e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	301	helio	true of date	ecliptic	1	69.2	250.8454991615/0.0124036080	250.8454988923/0.0124037182			0.00104715619			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	199	helio	true of date	ecliptic	1	69.2	190.2641284140/4.3555798563	190.2640464849/4.3555877039			0.2954469			0.00240038413	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2459001.5	299	helio	true of date	ecliptic	1	69.2	249.2434824027/0.4504684491	249.2435254819/0.4504658525			0.155361806			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2459001.5	4	helio	true of date	ecliptic	1	69.2	296.6735620896/-1.7020436707	296.6735921416/-1.7020438370			0.108141166			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2459001.5	5	helio	true of date	ecliptic	1	69.2	288.6820958304/-0.1813230487	288.6820996689/-0.1813230814			0.0138192691			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2459001.5	6	helio	true of date	ecliptic	1	69.2	297.1178787364/-0.1429866059	297.1178802212/-0.1429865685			0.00534700311			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2459001.5	7	helio	true of date	ecliptic	1	69.2	36.9913886150/-0.4659590197	36.9913884692/-0.4659590321			5.269e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	8	helio	true of date	ecliptic	1	69.2	348.9144793976/-1.0623594888	348.9144795844/-1.0623594230			7.128e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	9	helio	true of date	ecliptic	1	69.2	293.5091017362/-0.9037995121	293.5091018989/-0.9037995799			6.345e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	301	helio	true of date	ecliptic	1	69.2	353.0312372198/-0.0135846370	353.0312371460/-0.0135846277			2.676e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	199	helio	true of date	ecliptic	1	69.2	225.7329027208/0.3582982824	225.7328236892/0.3583080798			0.286685931			0.0021502068	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2461299.5	299	helio	true of date	ecliptic	1	69.2	330.0601211086/-3.2491899026	330.0601075561/-3.2491896301			0.048720572			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2461299.5	4	helio	true of date	ecliptic	1	69.2	78.1135287652/0.8783410834	78.1135445757/0.8783416013			0.0569418553			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2461299.5	5	helio	true of date	ecliptic	1	69.2	130.3046172687/0.6427140492	130.3046187404/0.6427141315			0.00530604961			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2461299.5	6	helio	true of date	ecliptic	1	69.2	10.6639007300/-2.4198967141	10.6639012096/-2.4198966966			0.00172615515			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	7	helio	true of date	ecliptic	1	69.2	62.8562207464/-0.1513130135	62.8562211553/-0.1513130556			0.0014797552			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	8	helio	true of date	ecliptic	1	69.2	2.9320954911/-1.3709499499	2.9320955276/-1.3709499659			1.434e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	9	helio	true of date	ecliptic	1	69.2	304.5125461834/-4.2195849947	304.5125461439/-4.2195849378			2.493e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	301	helio	true of date	ecliptic	1	69.2	100.6017714233/0.0086331871	100.6017714112/0.0086331595			1.084e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	199	helio	true of date	ecliptic	1	69.2	124.5264023254/6.7877904916	124.5265087388/6.7877937702			0.380586181			0.00297268442	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2469807.5	299	helio	true of date	ecliptic	1	69.2	281.9369619908/-1.4255864096	281.9369305080/-1.4255847753			0.113455529			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2469807.5	4	helio	true of date	ecliptic	1	69.2	198.7711422524/0.9575528034	198.7711415006/0.9575528305			0.0027079592			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2469807.5	5	helio	true of date	ecliptic	1	69.2	117.8423176715/0.3767649083	117.8423192542/0.3767649200			0.00569767948			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2469807.5	6	helio	true of date	ecliptic	1	69.2	299.2135219351/-0.2227089800	299.2135213576/-0.2227088404			0.00213872554			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2469807.5	7	helio	true of date	ecliptic	1	69.2	167.8337901260/0.7713076348	167.8337902215/0.7713075751			4.055e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	8	helio	true of date	ecliptic	1	69.2	54.9856660304/-1.7226207680	54.9856660757/-1.7226208006			2.010e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	9	helio	true of date	ecliptic	1	69.2	338.7032139631/-12.8514197547	338.7032139145/-12.8514197217			2.078e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	301	helio	true of date	ecliptic	1	69.2	100.7241586616/0.0026961278	100.7241589050/0.0026961016			8.813e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	199	helio	true of date	ecliptic	1	69.2	305.1962414220/-6.7911560602	305.1961691280/-6.7911538919			0.25855031			0.00223344456	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2488069.5	299	helio	true of date	ecliptic	1	69.2	19.7258966042/-2.8760481386	19.7258201409/-2.8760506258			0.275067154			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2488069.5	4	helio	true of date	ecliptic	1	69.2	67.5700962039/0.5483596468	67.5700832064/0.5483592334			0.0468122937			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2488069.5	5	helio	true of date	ecliptic	1	69.2	190.9916206332/1.2988380197	190.9916246456/1.2988379668			0.0144420243			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2488069.5	6	helio	true of date	ecliptic	1	69.2	199.9891387482/2.4745808245	199.9891403868/2.4745808312			0.00589360669			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)
apparent	2488069.5	7	helio	true of date	ecliptic	1	69.2	20.5411515734/-0.6248104800	20.5411512382/-0.6248105184			0.00121453265			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	8	helio	true of date	ecliptic	1	69.2	165.5749285030/0.9511232808	165.5749290379/0.9511232437			0.00192992656			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	9	helio	true of date	ecliptic	1	69.2	33.5175719821/-16.7922224590	33.5175720285/-16.7922224266			1.980e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2378496.5	10	bary	true of date	ecliptic	1	69.2	298.2255867469/-0.5470604320	298.2255722719/-0.5470672061			0.057531846			0.304937983	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2378496.5	301	bary	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	199	bary	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	299	bary	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
apparent	2378496.5	4	bary	true of date	ecliptic	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)
